countycode,white_percentage,black_percentage,ame_ala_percentage,asian_percentage,native_pacific_percentage,other_percentage,two_more_percentage,median_year_structure_built,median_value
47127,92.650002,1.86,1.13,3.3299999,.02,.02,1,1990,200500
47129,91.989998,6.04,.58999997,.090000004,.02,.33000001,.94999999,1984,98000
47131,83.529999,11.27,.23999999,.43000001,.02,1.48,3.04,1974,96600
47133,96.889999,.44,.11,.31999999,.63,.039999999,1.58,1980,126300
47135,92.730003,.81,.89999998,2.4300001,0,.34999999,2.78,1986,94100
47137,98.050003,.22,0,0,0,0,1.74,1987,135600
47139,94.470001,.86000001,.22,.16,0,.46000001,3.8399999,1987,112700
47141,92.57,2.4000001,.31,1.29,0,1.04,2.3900001,1988,164000
47143,92.779999,1.76,.090000004,.51999998,0,1.7,3.1500001,1987,131100
47145,93.610001,2.3900001,.41999999,.76999998,.029999999,.44,2.3199999,1978,157900
47147,86.019997,7.25,.31,.64999998,.050000001,3.02,2.6900001,1990,215900
47149,75.160004,15.12,.25999999,3.49,.0099999998,1.6799999,4.2800002,1997,234700
47151,97.760002,.57999998,.55000001,.0099999998,0,.07,1.03,1989,97300
47153,96.669998,.43000001,.17,0,0,.34,2.3900001,1997,150700
47155,93.989998,.88,.33000001,.81999999,.039999999,.77999997,3.1600001,1993,189200
47157,38.139999,53.849998,.18000001,2.71,.039999999,2.8,2.28,1976,158700
47159,92.379997,2.77,.47,.44999999,0,1.25,2.6900001,1982,162500
47161,93.599998,.36000001,.51999998,.51999998,.81999999,.66000003,3.53,1989,124600
47163,94.110001,1.85,.25,.66000003,.07,.69,2.3599999,1975,145300
47165,85.389999,7.8800001,.22,1.48,.079999998,1.4299999,3.52,1991,256000
47167,76.970001,18.540001,.25,.69999999,0,.93000001,2.6099999,1991,161300
47169,82.910004,10.35,.60000002,.28,0,.41,5.4400001,1984,164300
47171,95.690002,.27000001,.28999999,.41999999,0,1.5700001,1.76,1976,136500
47173,97.010002,.46000001,0,.15000001,.1,.02,2.27,1992,131800
47175,96.389999,.17,0,0,0,.55000001,2.8900001,1983,98100
47177,89.580002,2.6300001,.23999999,.75,.31,3.0999999,3.3900001,1978,117000
47179,90.290001,4.0300002,.28999999,1.73,.02,.82999998,2.8099999,1984,167400
47181,90.889999,5.9499998,.1,.38,.14,.55000001,1.98,1984,109100
47183,88.260002,8.54,.33000001,.27000001,.07,.86000001,1.67,1978,97900
47185,94.919998,1.87,.13,.23,.079999998,.20999999,2.55,1985,124800
47187,87.07,4.0900002,.38999999,4.6799998,.02,.76999998,2.99,1998,471300
47189,86.470001,6.8800001,.28,1.87,.02,1.71,2.78,1994,283200
48001,71.25,20.92,.41,.60000002,.02,2.3499999,4.46,1983,110000
48003,81.25,2.29,0,.31,.14,10.24,5.7600002,1977,153200
48005,77.440002,15.14,.31,1.11,.0099999998,2.78,3.21,1985,110500
48007,87.870003,.33000001,.89999998,1.14,0,3.5699999,6.1999998,1991,183200
48009,94.459999,1.1,1.46,.17,0,.46000001,2.3499999,1979,152000
48011,91.589996,.72000003,.76999998,0,0,1.59,5.3299999,1962,156100
48013,84.75,1.08,.079999998,.5,0,2.2,11.39,1990,106000
48015,75.519997,8.7700005,.14,.55000001,0,12.06,2.96,1989,197200
48017,93.160004,.28999999,1,.68000001,0,4.3800001,.49000001,1969,75200
48019,89.040001,.75,1.2,.34,0,2.7,5.9699998,1992,202000
48021,65.360001,7.8299999,.52999997,.83999997,0,18.450001,6.98,1993,199300
48023,92.360001,3.2,.52999997,0,1.26,1.63,1.01,1964,69100
48025,80.230003,7.3000002,.60000002,.56999999,.0099999998,2.6600001,8.6300001,1976,88700
48027,60.91,24.17,.47,2.8199999,.66000003,3.0599999,7.9000001,1992,153500
48029,71.599998,7.5999999,.67000002,3.03,.12,6.9099998,10.08,1985,171200
48031,85.239998,.029999999,1.42,.83999997,.40000001,4.4400001,7.6399999,1992,261300
48033,94.949997,0,0,0,0,0,5.0500002,1968,156300
48035,90.639999,1.72,.34,.61000001,0,1.99,4.6999998,1979,135500
48037,68.120003,24.860001,.80000001,1.21,.039999999,1.88,3.0799999,1982,123200
48039,67.720001,14.37,.63999999,6.6500001,.02,4.4699998,6.1300001,1993,213100
48041,75.169998,10.77,.25,6.0500002,.059999999,2.6199999,5.0799999,1993,217700
48043,88.910004,.20999999,1.02,4.25,0,3.3399999,2.29,1977,171700
48045,89.760002,1.1900001,0,0,.44999999,1.26,7.3400002,1959,72500
48047,80.559998,1.23,1.46,0,0,9.2399998,7.5100002,1974,64200
48049,87.959999,3.5999999,.36000001,.63999999,0,1.77,5.6700001,1976,109500
48051,78.870003,13.49,.27000001,.039999999,0,2.9300001,4.4000001,1987,126500
48053,88.690002,1.42,.36000001,.61000001,.029999999,4.5100002,4.3699999,1993,203300
48055,78.370003,5.3400002,.56,1.04,.02,7.4000001,7.2800002,1985,147200
48057,78.25,2.1099999,.22,5.6700001,0,3.72,10.02,1980,117400
48059,93.239998,.81999999,.07,.41999999,0,1.34,4.1100001,1976,100000
48061,84.900002,.54000002,.17,.68000001,.029999999,4,9.6700001,1990,89700
48063,75.120003,16.969999,.43000001,.40000001,0,4.1999998,2.8900001,1985,109400
48065,92.110001,1.09,2.7,.30000001,0,2.8,.99000001,1961,108700
48067,77.910004,17.280001,.17,.56999999,0,1.29,2.78,1980,91100
48069,83.879997,1.02,.73000002,.66000003,0,3.3699999,10.34,1965,83300
48071,83.980003,7.6999998,.11,.87,0,2.8900001,4.4699998,2000,224400
48073,77.860001,13.93,.54000002,.55000001,.050000001,3.04,4.04,1983,111600
48075,78.790001,7.8000002,.029999999,0,0,4.4099998,8.9799995,1968,86800
48077,93.870003,.56,.66000003,.85000002,.059999999,.72000003,3.27,1976,110000
48079,80.769997,5.8699999,.029999999,0,0,4.23,9.0900002,1965,38000
48081,89.839996,1.12,1.36,0,0,6.2800002,1.39,1974,74100
48083,85.279999,2.03,1.23,.23,.039999999,5.0700002,6.1199999,1965,83100
48085,65.93,9.7399998,.41999999,15.72,.079999998,2.54,5.5599999,1999,337200
48087,69.720001,10.04,3.0999999,0,0,6.46,10.68,1959,57500
48089,70.989998,12.75,.27000001,.62,0,13.09,2.28,1982,131400
48091,87.099998,2.1700001,.25,1.17,.039999999,3.1300001,6.1399999,2000,293600
48093,88.389999,1.53,.92000002,.57999998,0,2.52,6.0599999,1976,110900
48095,90.059998,2.02,.80000001,.36000001,0,1.29,5.4699998,1973,107700
48097,89.690002,2.76,.77999997,.79000002,.02,.95999998,5.0100002,1982,166700
48099,70.440002,12.99,.77999997,2.1300001,.74000001,1.4400001,11.48,1985,120700
48101,78.199997,7.7600002,.18000001,0,0,6.77,7.0799999,1965,44000
48103,53.959999,2.24,.17,2.0899999,.11,38.32,3.1199999,1974,89000
48105,42.790001,1.21,0,0,0,54.700001,1.3,1973,102200
48107,81.540001,4.75,0,.47,.14,7.3499999,5.75,1964,61300
48109,67.57,.14,2.5699999,.73000002,0,16.58,12.41,1972,63700
48111,80.25,.19,.43000001,.11,0,9.21,9.8000002,1976,95000
48113,56.259998,22.610001,.40000001,6.52,.039999999,7.5999999,6.5700002,1980,193900
48115,69.550003,8.4799995,.89999998,.12,0,10.44,10.52,1965,80100
48117,81.07,.97000003,.47999999,.70999998,.079999998,5.3699999,11.33,1966,91800
48119,85.389999,7.3499999,.17,.36000001,0,.20999999,6.52,1978,107600
48121,71.360001,9.8800001,.55000001,9.1700001,.1,2.7,6.2399998,1998,297100
48123,64.849998,8.8900003,1.45,.050000001,0,22.129999,2.6300001,1973,121900
48125,87.989998,2.6600001,.41,.55000001,0,5.04,3.3499999,1956,53100
48127,70.190002,.090000004,.12,1.6,0,11.68,16.32,1979,61300
48129,89.660004,6.2399998,.30000001,.30000001,0,1.6,1.9,1970,70200
48131,92.279999,1.37,.11,0,0,1,5.2399998,1975,61800
48133,92.160004,2.3299999,.57999998,.34,0,2.6600001,1.9299999,1969,82600
48135,73.389999,4.8000002,.75999999,1.14,.050000001,12.47,7.3800001,1977,147900
48137,99.900002,.050000001,0,0,0,0,.050000001,1969,71800
48139,78.059998,10.48,.74000001,.72000003,.039999999,3.7,6.2600002,1995,214500
48141,69.309998,3.22,.56,1.27,.15000001,13.39,12.1,1985,126500
48143,88.550003,1.67,.92000002,.99000001,.14,4.73,3.01,1985,166300
48145,70.080002,23.49,.41,.63999999,0,2.3699999,3.01,1973,76900
48147,86.970001,5.6900001,.94999999,.56,.029999999,1.6900001,4.1100001,1983,139200
48149,89.669998,6.4000001,.13,.49000001,0,1.6799999,1.63,1979,193200
48151,86.150002,3.0599999,.68000001,.31,0,3.4000001,6.4000001,1961,63900
48153,89.330002,5.1500001,.050000001,.07,0,.77999997,4.6199999,1959,70300
48155,80.120003,.17,.33000001,0,0,4.7199998,14.66,1962,48500
48157,48.400002,20.1,.34,20.85,.02,4.2600002,6.0300002,2001,277600
48159,84.809998,4.4099998,.28,0,0,5.8200002,4.6799998,1989,144300
48161,77.150002,14.48,.33000001,.83999997,0,1.37,5.8299999,1985,116800
48163,78.949997,4.02,.2,.95999998,0,5.4000001,10.47,1984,86000
48165,88.419998,2.0999999,.74000001,.83999997,0,3.0699999,4.8299999,1982,141200
48167,75.220001,12.68,.38,3.3900001,.029999999,2.2,6.1100001,1987,212600
48169,74.900002,9.4099998,.33000001,2.22,0,6.75,6.3899999,1975,78200
48171,90.459999,.090000004,2.3499999,.31,0,2.55,4.2399998,1990,311300
48173,70.419998,0,0,0,0,17.209999,12.37,1977,303300
48175,86.089996,6.1799998,0,.41,0,5.75,1.5700001,1985,129000
48177,66.839996,6.8699999,.13,.40000001,.029999999,21.02,4.6999998,1980,113700
48179,83.68,4.8800001,1.51,.34,.20999999,5.0100002,4.3699999,1960,79800
48181,83.959999,5.4200001,.75999999,1.62,.0099999998,1.91,6.3299999,1980,152400
48183,71.18,19.559999,.2,1.1799999,.13,1.35,6.4099998,1978,144300
48185,74.099998,14.72,.34,.25999999,0,3.8599999,6.71,1991,163200
48187,72.099998,8.4300003,.28,1.6799999,.25,8.71,8.5500002,1997,207700
48189,81.290001,4.3099999,.17,.34999999,.0099999998,3.72,10.14,1965,84500
48191,73.82,6.1799998,.95999998,0,0,10.94,8.1000004,1956,59900
48193,93.529999,.36000001,.56999999,.02,.17,.63999999,4.7199998,1974,123600
48195,87.019997,.47999999,.88,.059999999,0,6.3299999,5.23,1966,111300
48197,83.529999,5.7600002,.68000001,0,0,5.1500001,4.8800001,1960,53100
48199,90.32,6.0799999,.27000001,.73000002,0,.74000001,1.86,1990,135600
48201,57.029999,18.98,.41999999,7.0599999,.059999999,9.1400003,7.3099999,1985,189400
48203,71.580002,20.709999,.34,.81,.029999999,2.5,4.02,1983,137200
48205,83.300003,7.25,.38999999,.81999999,0,2.1800001,6.0500002,1979,179200
48207,87.110001,4.3600001,.69999999,.16,0,3.45,4.2199998,1963,60500
48209,82.660004,4.1300001,.61000001,1.47,.050000001,3,8.0900002,2003,258000
48211,85.800003,.25999999,0,0,0,11.56,2.3800001,1979,180300
48213,87.400002,5.8699999,.64999998,.63,.059999999,1.16,4.23,1986,120700
48215,75.940002,.56,.16,.98000002,.029999999,10.89,11.44,1996,90000
48217,84.529999,6.1999998,1.15,.5,.12,3.97,3.53,1985,112200
48219,81.699997,3.3299999,.50999999,.34999999,.079999998,5.5599999,8.4700003,1976,92900
48221,94.230003,.99000001,.76999998,.58999997,.079999998,.72000003,2.6199999,1993,208700
48223,83.019997,7.1199999,.30000001,.72000003,.14,5.7800002,2.9200001,1981,119600
48225,70.440002,25.41,.28999999,.33000001,0,.97000003,2.5599999,1978,107500
48227,78.660004,5.5100002,1.0700001,.54000002,.050000001,7.9699998,6.1900001,1965,103500
48229,53.849998,1.34,.059999999,1.3200001,0,21.98,21.440001,1983,54500
48231,78.599998,7.6300001,1.08,1.3200001,.029999999,7.6799998,3.6600001,1985,135800
48233,85.07,2.1700001,1.53,.44,.38,3.3,7.0999999,1969,81600
48235,73.730003,4.8899999,0,0,0,21.379999,0,1982,122000
48237,91.550003,3.6900001,0,.25,0,1.54,2.97,1975,95200
48239,83.25,7.5599999,.039999999,.41999999,.039999999,3.9200001,4.77,1976,110100
48241,76.260002,16.5,.16,.44999999,.23,3.95,2.45,1983,105200
48243,89.269997,.94,0,0,0,6.46,3.3399999,1984,134800
48245,54.889999,33.549999,.31999999,3.8199999,.050000001,2.75,4.6199999,1975,120300
48247,91.75,.47999999,0,0,0,1.6,6.1700001,1975,77000
48249,93.129997,.76999998,.47999999,.54000002,0,2.3900001,2.7,1980,76900
48251,88.82,3.8199999,.31,.89999998,.41,1.92,3.8399999,1991,168500
48253,68.769997,13.76,.49000001,.34,0,8.54,8.0900002,1967,80800
48255,76.220001,5.8499999,.37,.55000001,0,9,8.0100002,1976,109500
48257,77.220001,12.68,.31,1.33,.07,2.72,5.6700001,1998,195400
48259,87.730003,.43000001,.38,1.04,.14,4.3899999,5.8899999,1999,378500
48261,93.089996,0,0,.25999999,0,.25999999,6.3899999,1954,
48263,93.32,1.14,0,0,0,3.4100001,2.1300001,1974,64700
48265,84.32,1.59,.41,.75,.029999999,6.29,6.6100001,1986,193900
48267,86.099998,.62,.43000001,0,0,6.8800001,5.9699998,1974,151700
48269,97.129997,0,0,0,0,2.8699999,0,1969,22800
48271,97.25,0,.029999999,0,0,.98000002,1.74,1979,82000
48273,81.589996,3.23,.16,2.28,0,3.8699999,8.8699999,1976,98500
48275,80.459999,5.3299999,0,1.22,0,5.3000002,7.6900001,1961,43300
48277,79.760002,12.9,1.3200001,.76999998,.039999999,1.13,4.0700002,1982,108500
48279,87.059998,3.27,.47,.73000002,0,1.66,6.8099999,1963,67900
48281,84.730003,4.0999999,1.21,1.14,.51999998,2.1600001,6.1300001,1989,166500
48283,78.720001,1.66,0,.28999999,0,7.3499999,11.99,1976,84000
48285,80.010002,6.0500002,.25999999,.44999999,.0099999998,9.6400003,3.5799999,1975,171000
48287,82.650002,11.34,.13,1.25,0,2.29,2.3299999,1989,162800
48289,85.989998,6.77,.22,.83999997,.20999999,4.4499998,1.52,1990,120300
48291,77.080002,9.4799995,.54000002,.46000001,.0099999998,9.0299997,3.4000001,1990,115300
48293,73.290001,17.48,1.87,.87,.15000001,1.49,4.8499999,1982,115400
48295,79.370003,1.73,1.33,.97000003,0,10.72,5.8800001,1972,106700
48297,93.82,2.05,.28,1.42,0,1.37,1.0599999,1979,106200
48299,91.669998,.56999999,.97000003,.1,0,2.8900001,3.78,1989,235700
48301,100,0,0,0,0,0,0,1954,
48303,77.889999,7.2199998,.81999999,2.28,.11,5.5599999,6.1399999,1981,149200
48305,83.370003,.92000002,.31,.52999997,.34,3.02,11.52,1967,89900
48307,80.699997,1.05,.36000001,.88,0,11.84,5.1599998,1968,96300
48309,74.879997,14.38,.38,1.67,.059999999,2.71,5.9200001,1979,152700
48311,88.809998,0,0,0,0,2.6199999,8.5600004,1996,111300
48313,71.529999,13.71,.41999999,4.02,0,4.0700002,6.25,1984,113200
48315,72.129997,22.620001,.20999999,.28,.40000001,2.52,1.83,1978,98200
48317,83.260002,.49000001,3.03,.050000001,.14,12.02,1,1974,145700
48319,88.610001,.02,2.1199999,1.37,0,3.74,4.1399999,1970,219900
48321,63.389999,10.44,.27000001,1.91,.47,18.85,4.6700001,1977,128100
48323,81.010002,.63999999,1.9,.050000001,0,4.7800002,11.62,1991,100900
48325,83.330002,2.25,.70999998,.73000002,0,3.5,9.4899998,1991,151600
48327,79.129997,.090000004,.14,0,0,13,7.6399999,1970,87300
48329,77.419998,6.54,.61000001,2.0799999,.029999999,6.9299998,6.3899999,1986,233200
48331,84.120003,10.16,.40000001,.61000001,.17,2.03,2.51,1978,111900
48333,92.779999,.47,.079999998,.12,0,1.54,5,1977,141700
48335,75.529999,10.04,1.09,.68000001,0,4.7399998,7.9200001,1958,67900
48337,92.989998,.75999999,.38999999,0,0,2.5999999,3.25,1977,120100
48339,82.32,5.1799998,.43000001,3,.029999999,3,6.04,2001,248100
48341,75.349998,3.8499999,.34999999,6.3099999,0,9.7299995,4.4200001,1974,113100
48343,70.18,23.51,.2,.12,.059999999,3.9200001,2.02,1973,92100
48345,87.589996,.73000002,0,0,0,6.9000001,4.77,1948,60000
48347,73.389999,18.110001,1.04,1.39,.02,2.1099999,3.9400001,1984,137300
48349,72.779999,11.83,.58999997,.63999999,1.63,8.8800001,3.6500001,1982,109700
48351,75.25,21.16,.27000001,.60000002,0,.36000001,2.3599999,1988,80700
48353,85.75,5.5500002,.63999999,.17,0,5.02,2.8800001,1964,80300
48355,82.309998,3.73,.34999999,2.0899999,.090000004,2.4300001,9,1979,148100
48357,80.940002,1.2,.76999998,.23,0,9.3299999,7.5300002,1973,104300
48359,93.080002,4.1199999,.19,.94999999,0,.090000004,1.5599999,1966,103800
48361,85.620003,8.6899996,.25999999,1.1900001,0,1.03,3.21,1981,116100
48363,91.059998,2.3800001,.50999999,.85000002,.02,1.39,3.79,1975,115700
48365,80.050003,16.16,.14,.54000002,0,1.11,2,1984,117000
48367,91.849998,1.4400001,.74000001,.52999997,.029999999,1.42,3.99,1996,236300
48369,83.860001,.88,.23999999,.63,0,5.0500002,9.3400002,1972,110000
48371,79.220001,3.54,.75,.72000003,.16,7.8899999,7.73,1973,106000
48373,82.220001,9.5299997,1.62,.77999997,.039999999,2.1199999,3.6900001,1987,125500
48375,75.650002,10.21,.70999998,5.1399999,.079999998,2.5999999,5.5999999,1961,97000
48377,78.059998,0,2.3599999,2.01,0,4.9200001,12.65,1976,77200
48379,90.379997,2.79,1.35,.36000001,0,3.8199999,1.3,1990,131100
48381,86.620003,2.8599999,.81999999,1.95,.2,2.72,4.8200002,1982,174100
48383,48.09,1.09,0,1.09,0,46.07,3.6600001,1978,98300
48385,94.93,1.17,0,.059999999,0,3.1199999,.73000002,1985,146900
48387,78.209999,16.030001,1.78,.090000004,0,1.67,2.22,1977,77900
48389,77.919998,2.1099999,.059999999,1.17,.090000004,13.23,5.4200001,1965,91600
48391,80.309998,5.8400002,.2,.19,0,5.3899999,8.0699997,1971,85500
48393,96.68,0,.13,0,0,0,3.1900001,1961,134200
48395,73.800003,20.219999,.14,.50999999,.11,2.02,3.21,1980,121600
48397,80.010002,6.71,.87,2.9000001,.050000001,3.29,6.1700001,2002,283000
48399,86.139999,2.4400001,.050000001,.07,0,3.0899999,8.21,1958,85200
48401,76.110001,16.360001,.15000001,.54000002,.050000001,1.61,5.1700001,1977,131200
48403,88,5.48,.57999998,.23,.27000001,2.6800001,2.75,1983,99900
48405,71.68,21.940001,.57999998,.11,0,4.8099999,.88,1980,75500
48407,84.559998,9.3999996,.44,.15000001,.039999999,1.14,4.27,1991,126700
48409,87.519997,1.65,.20999999,.87,.11,2.72,6.9299998,1979,129400
48411,81.309998,1.5,0,.12,0,9.8299999,7.25,1970,119400
48413,60.59,1.55,.029999999,0,.86000001,35.540001,1.41,1974,80900
48415,83.360001,3.9000001,.18000001,.81999999,0,7.02,4.73,1967,87600
48417,95.050003,.20999999,.12,.43000001,0,1.52,2.6700001,1970,110000
48419,76.07,18.639999,.86000001,.44999999,0,2.21,1.77,1982,81800
48421,83.360001,.49000001,0,1.15,0,8.5699997,6.4299998,1963,93900
48423,74.959999,17.09,.36000001,1.64,.079999998,2.5899999,3.27,1983,164200
48425,90.209999,1.15,0,.63999999,0,6.9499998,1.05,1991,205800
48427,83.529999,.090000004,.07,.0099999998,0,4.98,11.32,1991,76900
48429,90.480003,2.99,.28,.44999999,0,1.39,4.4099998,1971,81300
48431,82.809998,0,0,0,0,8.5600004,8.6300001,1975,75000
48433,90.510002,1.77,1.91,0,0,3.6099999,2.2,1966,53200
48435,56.599998,.050000001,.40000001,0,.11,40.310001,2.53,1974,101000
48437,84.199997,6.9699998,2.2,.090000004,.050000001,1.47,5.0100002,1962,78600
48439,63.400002,16.610001,.49000001,5.5900002,.2,7.6900001,6.02,1987,209600
48441,75.199997,7.8400002,.68000001,2.3699999,.039999999,9.2299995,4.6500001,1974,137600
48443,82.389999,1.55,0,0,0,8.3100004,7.75,1949,81400
48445,89.190002,2.54,.14,.02,0,3.1099999,5,1968,78500
48447,93.93,1.0700001,0,0,0,.27000001,4.73,1966,58600
48449,70.400002,9.1999998,.28,.99000001,0,13.16,5.9699998,1987,99900
48451,81.059998,4.1999998,.38,1.33,.02,5.6399999,7.3600001,1976,149700
48453,69.300003,8.29,.62,6.8000002,.059999999,8.2399998,6.6999998,1992,347700
48455,85.379997,8.6400003,.16,.11,0,2.3800001,3.3399999,1984,87500
48457,83.550003,10.48,.12,.41999999,0,1.84,3.5999999,1983,91000
48459,85.059998,8.0699997,.37,.40000001,0,2.5899999,3.52,1987,153800
48461,45.990002,7.0700002,.38,.85000002,0,43.91,1.8099999,1973,78900
48463,89,.60000002,.47999999,.82999998,.090000004,4.6900001,4.3200002,1983,103000
48465,84.269997,1.34,.31999999,.70999998,.0099999998,5.4699998,7.8899999,1981,105400
48467,92.330002,2.8699999,.75999999,.41999999,.0099999998,1.25,2.3499999,1987,152200
48469,82.099998,5.9299998,.34999999,1.1799999,.1,3.05,7.29,1979,152900
48471,70.68,23.08,.25,1.28,.25,.87,3.5899999,1988,160100
48473,54.720001,24.370001,.69999999,1.23,.039999999,15.42,3.52,1993,222700
48475,85.419998,4.8299999,1.46,.54000002,0,4.73,3.01,1971,98700
48477,76.43,17.209999,.18000001,1.65,0,1.37,3.1600001,1985,193000
48479,81.239998,.46000001,.18000001,.50999999,.0099999998,3,14.6,1994,135000
48481,75.760002,13.23,.090000004,.40000001,0,4.6999998,5.8299999,1975,148700
48483,90.029999,2.74,.34999999,.33000001,0,2.74,3.8199999,1963,83600
48485,77.599998,10.2,.98000002,2.23,.11,3.6800001,5.1999998,1970,103200
48487,73.739998,9.7700005,1.42,1.1,0,5.8800001,8.0900002,1962,73200
48489,86.169998,.85000002,.76999998,0,0,1.52,10.69,1979,62100
48491,75.699997,6.4000001,.34,7.0999999,.12,3.03,7.29,2002,282700
48493,88.550003,1.23,.38,.5,.059999999,2.54,6.75,1996,210600
48495,80.360001,3.77,1.6900001,0,.029999999,2.74,11.42,1964,82800
48497,91.980003,1.35,.64999998,.41,.22,2.6800001,2.72,1992,178200
48499,88.290001,4.9200001,.93000001,.61000001,.090000004,2.79,2.3699999,1990,151400
48501,84.660004,.15000001,1.25,.31,0,4.6700001,8.9499998,1976,152900
48503,94.019997,1.83,.99000001,.23999999,0,1.4299999,1.49,1971,122100
48505,80.349998,0,0,1.2,0,5.3400002,13.11,1987,88700
48507,84.5,.67000002,0,.33000001,0,2.8800001,11.62,1978,59400
49001,92.449997,0,1.14,.30000001,0,3.5599999,2.55,1975,209000
49003,92.5,.52999997,.92000002,.81999999,.16,2.0999999,2.96,1979,226200
49005,89.989998,.69,.37,1.98,.40000001,3.23,3.3399999,1987,256400
49007,90.919998,1.27,1.53,.029999999,.5,2.25,3.49,1972,148600
49009,97.629997,.17,.34,0,0,1.86,0,1985,152500
49011,89.160004,1.27,.46000001,1.72,.75,1.92,4.7199998,1991,320100
49013,89.199997,.19,4.29,.33000001,.34999999,3.3499999,2.29,1987,188300
49015,97.160004,.07,.67000002,1.03,.27000001,0,.80000001,1977,137400
49017,92.760002,.14,4.3000002,.059999999,.22,1.72,.80000001,1983,182500
49019,92.120003,.41999999,2.1400001,1.92,.41999999,.18000001,2.79,1986,287900
49021,90.739998,.63,1.87,.94,.25999999,2.3299999,3.22,1991,231300
49023,93.290001,.38,1.39,.14,.18000001,2.23,2.4000001,1980,250900
49025,93.18,.2,3.3,1.62,.16,1.03,.50999999,1992,239900
49027,88.279999,.33000001,1.12,1.3,.07,6.3400002,2.5599999,1974,166900
49029,95.18,.79000002,.13,.2,.23999999,1.38,2.0699999,1998,417600
49031,96.419998,.20999999,.20999999,0,0,2.5699999,.58999997,1974,182400
49033,91.300003,0,0,0,0,6.75,1.95,1983,205300
49035,77.559998,1.95,.79000002,4.1199999,1.5599999,9.3199997,4.71,1982,336100
49037,49.169998,.27000001,45.880001,.58999997,.28,.37,3.4300001,1984,128700
49039,87.480003,.66000003,1.05,.79000002,.62,7.5900002,1.8099999,1981,206800
49041,94.400002,.64999998,1.17,.30000001,.27000001,1.96,1.25,1977,173600
49043,91.57,.64999998,.41,1.72,0,1.9400001,3.71,1992,678500
49045,88.339996,.69999999,.52999997,.70999998,.66000003,4.04,5.0300002,1995,236600
49047,86.75,.50999999,6.9699998,.77999997,.079999998,1.27,3.6500001,1988,194000
49049,90.110001,.62,.56,1.42,.85000002,2.0799999,4.3699999,1996,336200
49051,91.68,.67000002,.36000001,1.03,.02,1.9400001,4.3000002,2001,452900
49053,89.93,.69999999,1.36,.91000003,.69999999,3.71,2.6900001,1999,306900
49055,97.290001,.07,.63,.15000001,.81999999,.15000001,.88999999,1985,228800
49057,87.860001,1.01,.67000002,1.24,.27000001,4.29,4.6700001,1981,249100
50001,93.440002,1.24,.37,2.01,.050000001,.43000001,2.47,1976,257100
50003,95.040001,.87,.38999999,.89999998,.13,.44999999,2.23,1969,210600
50005,95.139999,.76999998,.17,.47,0,.74000001,2.72,1972,172700
50007,89.410004,2.6500001,.16,3.78,.029999999,.54000002,3.4300001,1980,314200
50009,96.099998,.74000001,.059999999,.44,0,.28,2.3800001,1973,137600
50011,94.43,.38,.64999998,.74000001,0,.63,3.1700001,1976,219200
50013,93.5,.88999999,1.53,.54000002,0,.1,3.45,1980,287200
50015,95.010002,1.12,.61000001,.25999999,0,.38999999,2.6199999,1980,228200
50017,96.209999,.41999999,.30000001,.34999999,.079999998,.28,2.3499999,1975,196900
50019,95.959999,.75,.52999997,.19,.029999999,.28,2.27,1976,169400
50021,95.760002,.69999999,.31,.83999997,0,.16,2.23,1970,174800
50023,95.25,.77999997,.14,.94999999,.07,.33000001,2.47,1972,230400
50025,94.269997,1.16,.25,1.21,.029999999,.25999999,2.8299999,1973,217600
50027,95.599998,.68000001,.18000001,.98000002,0,.47999999,2.0899999,1973,219500
51001,66.870003,28.84,.15000001,.75,0,.47,2.9200001,1978,173700
51003,80.75,9.1899996,.28999999,5.5,.039999999,.91000003,3.3199999,1988,376000
51005,92.650002,5.2600002,0,.07,0,.43000001,1.6,1968,121100
51007,75.470001,22.17,0,.0099999998,0,0,2.3399999,1987,215600
51009,76.550003,18.120001,.75999999,.66000003,.039999999,.63999999,3.23,1976,159900
51011,78.32,19.049999,.039999999,.2,0,.36000001,2.04,1980,160600
51013,69.050003,9.2200003,.36000001,10.35,.12,5.0999999,5.8000002,1974,731700
51015,92,4.25,.25999999,.55000001,.11,.79000002,2.04,1986,219600
51017,92.230003,4.7600002,.19,.38,0,.34999999,2.0999999,1972,168400
51019,88.660004,6.6500001,.050000001,1.25,.02,.66000003,2.7,1987,211600
51021,94.209999,3.95,0,.20999999,0,.17,1.47,1983,125600
51023,93.910004,2.8599999,.12,.64999998,0,.41,2.05,1984,230500
51025,41.150002,54.389999,.059999999,.16,0,1.4299999,2.8099999,1981,113600
51027,94.800003,2.52,.77999997,.27000001,0,.77999997,.86000001,1977,69500
51029,61.43,32.560001,.94999999,.079999998,0,2.02,2.96,1991,135600
51031,80.849998,14.07,.2,.95999998,.02,.49000001,3.4100001,1979,159400
51033,65.129997,26.559999,.36000001,.57999998,0,3.1700001,4.21,1989,218000
51035,97.040001,.64999998,.40000001,0,.02,.41999999,1.48,1979,112500
51036,44.029999,44.060001,6.02,1.01,0,.22,4.6700001,1985,168200
51037,69.970001,27.780001,.25,.36000001,0,.22,1.41,1974,121000
51041,65.389999,23,.23999999,3.4100001,.039999999,3.8099999,4.1199999,1988,252600
51043,89.25,5.0100002,0,1.54,0,1.77,2.4300001,1978,366100
51045,98.220001,.059999999,0,0,0,0,1.72,1981,147900
