countycode,total_insurance,total_insurance_building,total_insurance_contents
54081,108236.37,89527.27272727272,18709.09090909091
54083,93752.383,75185.71428571429,18566.66666666667
54085,210000,150000,60000
54087,116926.31,86410.52631578948,30515.78947368421
54089,109556.63,88890.36144578313,20666.26506024096
54091,184800,140800,44000
54093,140000,100000,40000
54095,44100,38850,5250
54099,119575,103325,16250
54101,103909.8,84329.41176470589,19580.39215686274
54103,105290.48,86000,19290.47619047619
54105,14900,14900,0
54107,136676.31,122044.7368421053,14631.57894736842
54109,80500,63000,17500
55001,222942.11,161952.6315789474,60989.47368421053
55003,156750,136750,20000
55005,175000,125000,50000
55007,174991.67,136191.6666666667,38800
55009,139366.06,126261.4678899083,13104.5871559633
55011,90500,77000,13500
55013,281428.56,221428.5714285714,60000
55015,148000,114666.6666666667,33333.33333333334
55017,171225,135225,36000
55019,247400,175000,72400
55021,171486,146722,24764
55023,91485.188,77192.5925925926,14292.59259259259
55025,250284.69,186959.4594594595,63325.22522522522
55027,336200,229057.1428571429,107142.8571428571
55029,192840.81,170718.3673469388,22122.44897959184
55031,286000,206000,80000
55033,89000,89000,0
55035,181980,159980,22000
55039,107754.62,92952.30769230769,14802.30769230769
55041,100000,100000,0
55043,123066.66,91266.66666666667,31800
55045,157016.67,131600,25416.66666666667
55047,181342.86,141942.8571428571,39400
55049,177000,177000,0
55053,209800,158500,51300
55055,265711.13,172377.7777777778,93333.33333333333
55057,160120.3,110837.6811594203,49282.60869565218
55059,198060.92,161466.6666666667,36594.25287356321
55061,195666.67,170666.6666666667,25000
55063,156548.39,120103.2258064516,36445.16129032258
55065,79875,74500,5375
55067,30000,30000,0
55071,129916.66,103516.6666666667,26400
55073,168816.67,140700,28116.66666666667
55075,192750,142750,50000
55077,144420,111220,33200
55079,233764,177832,55932
55081,137724.44,113884.4444444444,23840
55083,165722.58,149112.9032258065,16609.67741935484
55085,291666.66,208333.3333333333,83333.33333333333
55087,145210,86640,58570
55089,213543.19,175802.2727272727,37740.90909090909
55091,326666.66,250000,76666.66666666667
55093,231458.83,168811.7647058823,62647.05882352941
55095,28000,20000,8000
55097,150000,120000,30000
55099,30000,30000,0
55101,194123.69,152281.5789473684,41842.10526315789
55103,107895.84,88612.5,19283.33333333333
55105,211573.08,161573.0769230769,50000
55109,238831.42,179991.4285714286,58840
55111,189675.86,139731.0344827586,49944.8275862069
55113,87650,84650,3000
55115,146062.5,125275,20787.5
55117,321500,239500,82000
55121,214848.78,151312.1951219512,63536.58536585366
55123,151204.77,118649.2063492063,32555.55555555555
55127,228796.3,163240.7407407407,65555.55555555556
55129,153733.33,135400,18333.33333333333
55131,235062.5,196250,38812.5
55133,270884.63,196807.6923076923,74076.92307692308
55135,187112.5,150862.5,36250
55137,170769.23,125846.1538461538,44923.07692307692
55139,143870,125500,18370
55141,144370,107740,36630
56001,153700,153700,0
56013,178442.86,147042.8571428571,31400
56015,299880,223880,76000
56021,188633.33,157522.2222222222,31111.11111111111
56025,176725,148725,28000
56029,350000,250000,100000
56031,350000,250000,100000
56033,213405.88,176258.8235294118,37147.05882352941
56037,70200,70200,0
56039,350000,250000,100000
56041,350000,250000,100000
56043,81400,81400,0
72001,117300,17300,100000
72003,224158.33,212491.6666666667,11666.66666666667
72005,172226.67,147480,24746.66666666667
72009,126500,113166.6666666667,13333.33333333333
72011,97940,96233.33333333333,1706.666666666667
72013,184857.14,139691.8367346939,45165.30612244898
72015,140000,100000,40000
72017,422500,333841.6666666667,88658.33333333333
72019,133400,133400,0
72021,110381.82,81290.90909090909,29090.90909090909
72023,238354.55,215900,22454.54545454546
72025,165816.67,110577.7777777778,55238.88888888889
72029,150038.89,129594.4444444444,20444.44444444445
72031,158246.94,136755.1020408163,21491.83673469388
72033,130172.73,124445.4545454545,5727.272727272727
72035,100750,75750,25000
72037,174500,174500,0
72039,108600,108600,0
72045,161000,138000,23000
72047,129000,129000,0
72049,63700,54400,9300
72051,190830,149830,41000
72053,32700,30200,2500
72055,71000,71000,0
72057,124928.57,83842.85714285714,41085.71428571428
72059,147390,96670,50720
72061,255042.11,154247.3684210526,100794.7368421053
72063,201658.33,179158.3333333333,22500
72065,191666.67,86666.66666666667,105000
72067,43850,29695.83333333333,14154.16666666667
72069,131513.8,113634.4827586207,17879.31034482759
72071,180400,130400,50000
72073,181300,181300,0
72075,122425,91925,30500
72077,269320,175320,94000
72081,350000,250000,100000
72085,210000,150000,60000
72087,94300,74300,20000
72089,176325,166500,9825
72091,58800,58800,0
72097,89809.523,76554.76190476191,13254.7619047619
72099,70300,70300,0
72103,345660,145660,200000
72107,385500,292500,93000
72109,312500,272500,40000
72111,189933.33,169666.6666666667,20266.66666666667
72113,163800,151061.9047619048,12738.09523809524
72117,357500,287500,70000
72119,203800,164633.3333333333,39166.66666666666
72123,112564.29,106371.4285714286,6192.857142857143
72125,115500,115500,0
72127,367918,282162.1118012422,85755.90062111801
72129,186000,186000,0
72131,86680,80680,6000
72133,74183.336,67100,7083.333333333333
72135,42000,42000,0
72137,108555.17,86529.31034482758,22025.86206896552
72139,204400,146000,58400
72141,133300,127840,5460
72143,264100,250000,14100
72145,322920.84,195850,127070.8333333333
72147,178875,131375,47500
72151,77600,77600,0
72153,122300,107827.2727272727,14472.72727272727
